AAAACBA	0	8	0	3	0	0	0	0	0	1	0
AAAACBB	0	8	0	2	1	0	0	5	3	0	0
AAAACBC	0	4	0	3	6	0	0	7	0	23	0
AAAACCA	0	16	0	0	5	0	0	5	1	19	0
AAAACCB	0	2	0	2	5	0	0	1	1	0	0
AAAACCC	0	8	0	3	0	0	0	1	0	0	0
AAABAAA	0	4	0	5	0	2	0	5	5	1	0
AAABAAB	0	4	0	5	3	0	0	0	1	1	0
AAABAAC	0	1	0	0	7	0	0	0	0	1	0
AAABABA	0	2	0	2	2	1	0	1	0	1	0
AAABABB	0	1	0	2	5	0	0	3	7	0	0
AAABABC	0	16	0	6	3	0	0	3	0	0	0
AAABACA	0	8	0	3	0	1	0	3	5	1	0
AAABACB	0	8	0	2	3	0	0	3	1	0	0
AAABACC	0	4	0	3	6	1	0	1	3	0	0
AAABBAA	0	8	0	0	2	0	0	0	1	29	0
AAABBAB	0	8	0	3	0	1	0	3	0	1	0
AAABBAC	0	8	0	2	3	0	0	0	3	31	0
AAABBBA	0	2	0	5	0	0	0	0	1	1	0
AAABBBB	0	16	0	0	5	0	0	0	0	27	0
AAABBBC	0	2	0	2	5	0	0	5	0	21	0
AAABBBD	0	8	0	3	0	0	0	3	1	0	0
AAABBBE	0	1	0	4	3	1	0	5	5	15	0
AAABBBF	0	4	0	2	4	0	0	0	5	1	0
AAABBBG	0	4	0	4	5	0	0	5	7	1	0
AAABBBH	0	1	0	3	4	0	0	0	1	0	0
AAABBBI	0	4	0	3	0	0	0	0	0	1	0
AAABBBJ	0	2	0	5	0	0	0	1	1	31	0
AAABBCA	0	8	0	3	0	0	0	7	5	15	0
AAABBCB	0	2	0	4	0	0	0	1	1	0	0
AAABBCC	0	4	0	4	0	0	0	5	5	19	0
AAABCAA	0	8	0	0	4	1	0	5	5	1	0
AAABCAB	0	8	0	3	0	0	0	5	5	29	0
AAABCAC	0	2	0	4	0	0	0	5	0	1	0
AAABCBA	0	16	0	3	0	2	0	7	0	1	0
AAABCBB	0	2	0	3	0	1	0	3	0	0	0
AAABCBC	0	4	0	2	4	0	0	1	0	0	0
AAABCCA	0	2	0	0	2	0	0	1	3	1	0
AAABCCB	0	8	0	3	0	0	0	5	5	0	0
AAABCCC	0	1	0	0	4	1	0	0	3	1	0
AAACAAA	0	16	0	2	0	0	0	1	1	15	0
AAACAAB	0	2	0	5	0	0	0	5	0	23	0
AAACAAC	0	16	0	0	5	0	0	3	7	1	0
AAACABA	0	8	0	0	4	0	0	0	3	1	0
AAACABB	0	8	0	3	0	0	0	1	7	0	0
AAACABC	0	2	0	4	0	1	0	7	0	31	0
AAACACA	0	16	0	3	0	0	0	5	7	1	0
AAACACB	0	2	0	3	0	1	0	5	0	0	0
AAACACC	0	4	0	2	4	0	0	1	1	0	0
AAACBAA	0	1	0	3	3	0	0	0	0	1	0
AAACBAB	0	16	0	3	0	0	0	0	5	0	0
AAACBAC	0	2	0	3	0	1	0	0	1	15	0
AAACBBA	0	4	0	2	2	1	0	3	1	13	0
AAACBBB	0	2	0	0	2	1	0	3	3	0	0
AAACBBC	0	8	0	3	0	0	0	7	7	11	0
AAACBCA	0	16	0	6	2	1	0	1	7	0	0
AAACBCB	0	8	0	4	0	0	0	0	1	1	0
AAACBCC	0	8	0	3	3	1	0	0	1	13	0
AAACCAA	0	16	0	4	0	1	0	5	0	21	0
AAACCAB	0	16	0	6	2	1	0	1	5	15	0
AAACCAC	0	8	0	4	0	0	0	3	0	0	0
AAACCBA	0	8	0	5	5	0	0	0	1	1	0
AAACCBB	0	4	0	3	0	0	0	7	0	0	0
AAACCBC	0	16	0	3	0	0	0	7	7	31	0
AAACCCA	0	16	0	3	4	0	0	1	5	0	0
AAACCCB	0	4	0	3	7	2	0	5	0	13	0
AAACCCC	0	16	0	2	0	0	0	0	0	0	0
AAACIJD	0	4	0	4	3	2	0	5	5	31	0
AAAOFWA	0	2	0	5	0	1	0	7	0	23	0
AAARRGG	0	2	0	2	0	0	0	0	1	0	0
AAAZAAA	0	8	0	0	2	0	0	0	5	27	0
AABAAAA	0	4	0	0	4	1	0	0	5	13	0
AABAAAB	0	2	0	2	3	2	0	5	0	15	0
AABAAAC	0	1	0	2	3	2	0	5	7	1	0
AABAABA	0	8	0	0	3	1	0	0	0	13	0
AABAABB	0	8	0	3	5	0	0	0	1	1	0
AABAABC	0	8	0	2	4	0	0	0	1	1	0
AABAACA	0	2	0	5	3	0	0	1	0	1	0
AABAACB	0	16	0	0	0	0	0	1	0	15	0
AABAACC	0	2	0	2	0	0	0	3	0	0	0
AABABAA	0	16	0	2	4	0	0	1	1	31	0
AABABAB	0	2	0	5	3	0	0	0	1	11	0
AABABAC	0	16	0	0	0	0	0	0	5	1	0
AABABBA	0	8	0	0	0	0	0	0	5	21	0
AABABBB	0	8	0	3	3	0	0	5	5	0	0
AABABBC	0	2	0	4	0	0	0	0	3	1	0
AABABCA	0	16	0	3	2	0	0	7	3	1	0
AABABCB	0	2	0	3	5	2	0	1	1	0	0
AABABCC	0	4	0	2	0	0	0	1	1	0	0
AABACAA	0	1	0	3	7	1	0	5	1	1	0
AABACAB	0	16	0	3	2	0	0	0	5	0	0
AABACAC	0	2	0	3	5	2	0	3	5	0	0
AABACBA	0	4	0	2	3	0	0	1	0	1	0
AABACBB	0	2	0	0	4	0	0	1	7	0	0
AABACBC	0	8	0	3	0	1	0	1	0	27	0
AABACCA	0	16	0	6	7	0	0	1	0	11	0
AABACCB	0	8	0	4	0	0	0	0	0	1	0
AABACCC	0	8	0	3	0	0	0	7	5	1	0
AABBAAA	0	8	0	7	6	0	0	0	0	1	0
AABBAAB	0	8	0	0	0	1	0	1	0	1	0
AABBAAC	0	8	0	3	3	0	0	1	1	11	0
AABBABA	0	1	0	3	7	1	0	0	5	1	0
AABBABB	0	16	0	3	2	2	0	1	1	0	0
AABBABC	0	2	0	3	5	1	0	5	3	0	0
AABBACA	0	4	0	2	3	0	0	1	5	1	0
AABBACB	0	2	0	0	4	0	0	1	1	0	0
AABBACC	0	8	0	3	0	0	0	3	5	0	0
AABBBAA	0	8	0	0	0	1	0	0	0	0	0
AABBBAB	0	4	0	2	3	0	0	0	1	19	0
AABBBAC	0	2	0	0	4	0	0	0	1	31	0
AABBBBA	0	16	0	4	2	1	0	0	5	11	0
AABBBBB	0	16	0	6	7	0	0	5	3	29	0
AABBBBC	0	8	0	4	0	1	0	5	1	13	0
AABBBCA	0	8	0	5	2	0	0	7	0	1	0
AABBBCB	0	4	0	3	6	1	0	5	0	27	0
AABBBCC	0	16	0	3	0	0	0	1	7	29	0
AABBCAA	0	2	0	0	3	1	0	1	7	21	0
AABBCAB	0	8	0	5	2	0	0	0	1	15	0
AABBCAC	0	4	0	3	6	1	0	5	0	0	0
AABBCBA	0	8	0	3	3	0	0	3	0	1	0
AABBCBB	0	16	0	3	2	1	0	7	1	1	0
AABBCBC	0	4	0	3	2	0	0	7	5	11	0
AABBCCA	0	1	0	4	5	0	0	3	1	0	0
AABBCCB	0	4	0	3	5	1	0	1	5	1	0
AABBCCC	0	1	0	2	0	1	0	3	5	21	0
AABCAAA	0	16	0	5	0	0	0	3	1	1	0
AABCAAB	0	16	0	4	2	1	0	3	7	27	0
AABCAAC	0	16	0	6	7	1	0	5	3	0	0
AABCABA	0	2	0	0	3	0	0	3	0	1	0
AABCABB	0	8	0	5	2	0	0	0	3	0	0
AADLMZE	0	1	0	2	5	1	0	5	0	15	0
AALAAAD	0	16	0	3	0	0	0	3	0	11	0
AALOAAJ	0	16	0	0	0	0	0	1	0	0	0
AARRGHH	0	8	0	2	3	0	0	0	3	1	0
AARRRGH	0	16	0	3	6	0	0	1	1	29	0
AASRPEM	0	2	0	0	0	0	0	7	7	1	0
ABAAAAA	0	16	0	2	0	0	0	0	1	0	0
ABAAAAB	0	8	0	0	2	1	0	3	0	0	0
ABABYBE	0	4	0	0	0	0	0	7	5	0	0
ABACABA	0	1	0	5	4	0	0	0	3	15	0
ABACADA	0	8	0	0	0	1	0	7	5	1	0
ABACTOR	0	8	0	0	0	1	0	0	0	0	0
ABALONE	0	1	0	4	0	0	0	3	0	19	0
ABANDED	0	16	0	7	6	18	134000	0	5	15	3
ABANDON	0	8	0	6	6	0	0	7	3	19	3
ABASERS	0	16	0	5	2	0	0	3	0	0	3
ABASHED	0	2	0	4	0	0	0	3	5	27	3
ABASHES	0	8	0	3	4	0	0	7	3	0	3
ABASIAS	0	16	0	0	2	2	0	0	0	23	7
ABASING	0	4	0	2	5	6	0	0	0	0	3
ABATERS	0	8	0	3	0	18	0	0	0	0	7
ABATING	0	4	0	3	0	0	0	0	7	0	7
ABBAAAA	0	8	0	2	0	0	0	0	0	0	0
ABBABBA	0	1	0	5	2	0	0	0	1	11	0
ABBAFAN	0	4	0	0	5	0	0	0	0	0	0
ABCABCA	0	1	0	2	2	2	0	3	0	31	0
ABCBCBA	0	1	0	0	0	0	0	0	3	15	0
ABCDCBA	0	4	0	0	2	0	0	7	5	1	0
ABCDEFG	0	1	0	3	3	10	29800	0	5	11	0
ABDAAAA	0	8	0	3	0	0	0	5	7	1	0
ABIGTIT	0	4	0	0	6	0	0	1	0	13	0
ABSCOND	0	2	0	0	3	1	0	3	1	1	0
ACAAAAA	0	16	0	0	4	0	0	1	0	19	0
ACAKAIM	0	8	0	5	5	0	0	1	3	1	0
ACBCDCE	0	1	0	3	0	0	0	1	1	13	0
ACETONE	0	4	0	2	0	0	0	5	1	21	0
ACRIMBO	0	8	0	0	3	1	0	7	3	29	0
ADCBACA	0	16	0	6	0	0	0	3	0	29	0
ADGJLMB	0	16	0	3	3	0	0	5	3	15	0
ADKXBVY	0	16	0	0	3	1	0	0	0	27	0
ADOREME	0	4	0	3	5	0	0	0	3	1	0
ADORESU	0	16	0	0	0	10	19900	7	7	0	0
ADRAGON	0	16	0	0	0	0	0	3	0	0	0
AELEVEN	0	1	0	2	0	0	0	5	7	21	0
AENIMUS	0	1	0	3	6	0	0	0	1	13	0
AEROGEL	0	4	0	6	0	2	0	1	7	0	0
AFAIRYS	0	1	0	3	0	1	0	5	5	1	0
AGWCPRE	0	1	0	0	0	1	0	0	5	29	0
AHHHHHH	0	8	0	2	2	0	0	0	0	15	0
AHRPSTA	0	2	0	5	3	0	0	0	0	13	7
AINCCLQ	0	4	0	0	5	0	0	1	7	1	0
AIRSHIP	0	2	0	3	0	1	0	7	5	15	0
AJAAAAA	0	1	0	4	5	0	0	0	0	0	0
AKAAAAA	0	8	0	7	6	10	20900	3	0	0	0
ALABAST	0	8	0	0	0	2	0	0	1	1	0
ALABITE	0	2	0	7	3	0	0	5	0	0	3
ALACEHO	0	16	0	0	0	0	0	3	1	15	0
ALADDIN	0	16	0	0	6	2	0	0	0	1	0
ALAMIDA	0	16	0	0	0	1	0	1	0	0	0
ALCOHOL	0	16	0	0	0	1	0	0	5	1	0
ALIBABA	0	4	0	2	0	0	0	5	0	1	0
ALLADIN	0	2	0	4	2	1	0	3	0	13	3
ALLEGRO	0	1	0	5	0	0	0	0	0	0	0
ALLONSY	0	1	0	0	2	0	0	7	0	1	0
ALPHAAZ	0	16	0	2	4	0	0	1	5	1	0
ALTRINA	0	8	0	0	0	0	0	7	0	0	0
ALTRNIA	0	4	0	3	3	0	0	7	7	1	0
ALVINNN	0	1	0	0	5	0	0	7	5	0	0
AMAZONA	0	8	0	0	0	1	0	5	1	29	0
AMERICA	0	4	0	3	0	14	16200	0	7	0	0
AMFKCUD	0	16	0	2	2	1	0	7	0	19	0
AMOLLYA	0	16	0	0	3	10	14000	3	0	1	0
ANALPAL	0	2	0	4	2	1	0	5	5	23	0
ANALSEX	0	2	0	2	0	1	0	0	5	0	3
ANANGEL	0	4	0	0	2	1	0	0	0	0	0
ANATOLE	0	2	0	3	6	1	0	0	0	0	0
ANCIENT	0	2	0	5	5	1	0	0	7	0	0
ANDROID	0	4	0	0	3	1	0	1	0	0	0
ANGELES	0	2	0	4	0	0	0	1	0	15	0
ANGELIC	0	8	0	3	0	0	0	5	0	0	0
ANGIELL	0	1	0	0	0	0	0	0	0	0	0
ANGUISH	0	1	0	0	0	0	0	3	1	0	0
ANISEED	0	4	0	2	0	1	0	0	0	19	0
ANORMAL	0	8	0	2	4	1	0	3	7	15	0
ANOTHER	0	16	0	3	3	0	0	1	1	19	0
ANTARES	0	1	0	0	0	10	29400	0	0	0	7
ANTIFAS	0	2	0	0	0	1	0	1	5	1	0
AOAAAAA	0	8	0	2	3	1	0	5	0	19	0
APOLLOB	0	4	0	0	0	0	0	3	0	23	0
APOLOGY	0	8	0	0	2	0	0	1	5	1	0
APPLEPI	0	1	0	2	0	1	0	5	7	23	0
AQBRZEJ	0	2	0	0	0	1	0	0	0	0	0
AQQQQQQ	0	16	0	2	3	1	0	0	0	0	0
AQUJVPN	0	8	0	2	0	1	0	3	0	1	0
ARABEST	0	8	0	7	6	0	0	5	1	21	0
ARAGORN	0	4	0	3	2	1	0	1	1	1	0
ARAMADA	0	4	0	3	3	1	0	7	1	0	0
ARCANUM	0	16	0	6	3	1	0	1	7	29	0
ARDBERG	0	2	0	2	0	1	0	0	1	0	0
ARDUINO	0	1	0	0	4	0	0	0	0	15	0
ARIZONA	0	1	0	2	2	0	0	5	7	23	0
ARKHAMS	0	4	0	0	0	1	0	1	1	0	0
AROBASA	0	2	0	5	0	0	0	3	0	0	0
ARRAKIS	0	4	0	0	3	0	0	5	3	0	0
ARRRRRR	0	16	0	0	3	0	0	3	5	0	0
ARSENIC	0	4	0	2	4	0	0	0	0	15	0
ARXHCIK	0	1	0	0	3	0	0	3	5	0	3
ASBSSGB	0	16	0	4	2	0	0	0	5	19	3
ASDFGHJ	0	8	0	3	2	1	0	5	7	1	0
ASSBUTT	0	2	0	2	2	0	0	7	7	0	0
ASSWIPE	0	1	0	0	0	0	0	7	7	15	0
ASTRONA	0	1	0	0	0	0	0	1	1	0	0
ATGTQNJ	0	16	0	3	3	1	0	7	0	0	2
ATLANTA	0	4	0	3	0	0	0	5	1	0	0
ATOYOTA	0	4	0	2	3	0	0	5	5	0	0
AUGSTUS	0	2	0	3	3	0	0	1	0	11	0
AUGUSTI	0	8	0	0	0	0	0	7	7	13	0
AUKECLV	0	2	0	0	0	1	0	5	0	31	7
AVARICE	0	1	0	2	0	0	0	3	3	0	0
AVKHKGP	0	8	0	0	0	1	0	5	0	0	0
AWWAAWW	0	4	0	0	2	2	0	5	1	15	0
AXBXCXD	0	2	0	3	0	0	0	5	5	0	0
AYQAAAH	0	4	0	0	4	10	16000	0	5	0	0
AZJPBHC	0	1	0	3	2	1	0	7	5	0	1
AZQQMWX	0	2	0	3	5	1	0	5	0	1	3
AZZZZZZ	0	4	0	3	3	0	0	1	0	1	0
BAAAAAA	1	4	0	7	0	1	0	3	0	27	0
BAAAAAB	1	16	0	2	0	0	0	5	5	29	0
BAAAAAC	1	2	0	4	0	0	0	0	0	31	0
BAAAAAD	1	16	0	0	5	0	0	0	0	19	0
BAAAAAE	1	2	0	2	5	0	0	0	0	29	0
BAAAAAF	1	8	0	3	0	0	0	0	5	31	0
BAAAAAG	1	1	0	4	3	0	0	0	0	19	0
BAAAAAH	1	4	0	2	4	0	0	5	5	0	0
BAAAAAI	1	4	0	4	5	1	0	0	3	0	0
BAAAAAJ	1	1	0	3	4	0	0	0	5	0	0
BAAAAAK	1	4	0	3	0	0	0	5	5	0	0
BAAAAAL	1	2	0	5	0	10	22800	0	3	0	0
BAAAAAM	1	2	0	0	0	0	0	0	0	27	0
BAAAAAN	1	1	0	5	2	0	0	0	0	13	0
BAAAAAO	1	4	0	2	0	0	0	3	0	0	0
BAAINGS	1	1	0	3	4	1	0	5	0	21	0
BAALISM	1	8	0	0	0	0	0	0	0	0	7
BAARAMU	1	8	0	0	0	0	0	7	0	21	0
BABACNO	1	0	0	0	0	0	0	5	0	27	0
BABALOO	1	2	0	0	0	1	0	3	5	0	0
BABYLON	1	1	0	2	5	0	0	0	5	15	0
BACABAC	1	1	0	0	0	0	0	0	0	0	0
BADCATS	1	16	0	3	2	1	0	0	0	23	0
BADDUDE	1	1	0	2	0	0	0	0	0	0	7
BADWOLF	1	1	0	0	4	0	0	7	3	13	0
BAGHDAD	1	0	0	0	0	0	0	0	3	21	0
BALOGNA	1	2	0	0	5	0	0	0	0	0	0
BALUNGO	1	2	0	5	4	0	0	7	0	0	0
BANANAS	1	1	0	3	2	0	0	3	0	31	0
BANDANA	1	16	0	3	0	0	0	0	7	11	0
BARARDO	1	4	0	0	0	0	0	3	3	0	0
BARBARA	1	1	0	0	3	0	0	1	1	21	0
BARCODE	1	8	0	2	0	1	0	1	3	21	0
BAROQUE	1	1	0	3	2	18	239000	0	0	23	0
BBAAAAA	1	1	0	4	2	0	0	5	0	0	0
BBBBBBA	1	2	0	2	0	0	0	0	5	0	0
BBBBBBB	1	1	0	0	3	0	0	0	0	0	0
BBBBBBC	1	1	0	1	0	0	0	0	3	0	0
BBBBBBD	1	4	0	0	0	0	0	0	0	23	0
BBORGUP	1	4	0	0	3	1	0	7	5	0	1
BBYWRLD	1	16	0	0	3	0	0	3	0	0	0
BCAAFFA	1	8	0	4	0	0	0	0	0	0	0
BCBCBCB	1	16	0	0	0	0	0	1	1	0	0
BCDEFGH	1	8	0	3	0	0	0	0	0	0	0
BDRAGON	1	16	0	0	0	0	0	0	5	0	0
BEARSEX	1	1	0	0	6	1	0	0	5	0	0
BEATLES	1	4	0	0	2	0	0	0	0	0	0
BEAVERS	1	8	0	5	2	0	0	5	0	0	0
BEERCAT	1	4	0	3	3	6	11300	0	7	11	0
BEFORUS	1	4	0	0	0	1	0	7	0	0	0
BELEVEN	1	16	0	7	0	0	0	0	3	13	0
BELUCKY	1	16	0	2	2	1	0	0	5	15	0
BERLIOZ	1	4	0	0	5	0	0	0	3	0	0
BERUSKI	1	8	0	0	2	0	0	0	3	0	0
BESPOKE	1	8	0	3	2	0	0	3	3	0	0
BESTONE	1	1	0	0	2	0	0	5	0	0	0
BETWEEN	1	8	0	0	0	1	0	0	3	0	0
BEUZWOD	1	8	0	7	3	0	0	0	0	0	0
BFAAAAA	1	1	0	6	3	0	0	3	0	21	0
BGAAAAA	1	16	0	0	3	0	0	7	0	0	0
BHXEZWP	1	1	0	0	0	0	0	5	5	31	0
BICYCLE	1	16	0	0	3	6	10600	0	0	0	0
BIGBANG	1	2	0	2	3	0	0	7	0	0	0
BILLNYE	1	16	0	2	0	1	0	0	3	11	0
BISMUTH	1	2	0	2	3	0	0	0	5	27	0
BIXUEIU	1	4	0	0	3	1	0	0	0	0	7
BJAAAAA	1	1	0	3	2	0	0	0	5	0	0
BKAAAAA	1	4	0	3	2	0	0	5	0	0	0
BLOFELD	1	2	0	5	0	0	0	0	0	0	0
BLOWJOB	1	2	0	3	3	1	0	5	7	0	0
BLUBELL	1	4	0	0	0	1	0	0	7	27	0
BLUNDER	1	8	0	0	2	0	0	0	0	13	0
BLUTHCO	1	2	0	3	0	1	0	0	0	27	0
BLXCGYJ	1	8	0	0	5	2	0	0	1	0	0
BMAAAAA	1	8	0	2	3	0	0	5	0	0	0
BMBAIZW	1	1	0	0	3	0	0	0	0	0	7
BNAAAAA	1	1	0	2	0	0	0	3	0	0	0
BOBSLED	1	16	0	0	0	1	0	3	0	0	0
BOGNORT	1	2	0	2	3	0	0	5	0	13	0
BOHRIUM	1	2	0	0	0	6	0	7	0	13	0
BONKERS	1	1	0	0	3	1	0	0	0	13	0
BOOBIES	1	4	0	7	2	0	0	7	0	11	0
BOREDOM	1	4	0	0	0	10	27300	5	5	0	0
BOSSBAT	1	2	0	0	2	0	0	3	3	0	0
BPHNGJY	1	4	0	4	4	1	0	0	5	13	0
BQAAAAA	1	4	0	0	2	1	0	7	1	15	0
BRAAINS	1	8	0	4	2	0	0	0	0	0	0
BRADLEY	1	8	0	5	4	1	0	3	7	31	0
BREASTS	1	16	0	2	2	0	0	5	0	0	0
BRIGAND	1	2	0	4	0	0	0	0	0	21	0
BROMINE	1	2	0	0	3	14	29400	3	5	0	0
BSAAAAA	1	2	0	0	5	0	0	0	0	11	0
BTXWVWV	1	1	0	1	3	0	0	0	0	19	0
BUGBEAR	1	16	0	2	0	0	0	0	0	0	0
BUNNIES	1	2	0	3	0	1	0	0	0	11	0
BUTTONS	1	1	0	0	0	14	26900	0	0	11	0
BUTTSEX	1	8	0	0	2	0	0	7	0	21	0
BUVUTHX	1	4	0	0	3	18	229000	0	0	29	7
BUZZARD	1	2	0	0	3	1	0	0	7	0	0
BUZZING	1	2	0	0	3	0	0	0	0	0	0
BVAAAAA	1	1	0	0	3	18	161000	0	0	0	0
BWKMCTH	1	1	0	2	3	0	0	5	5	21	0
BXAAAAA	1	8	0	0	2	1	0	5	0	0	0
BXJGIAI	1	2	0	5	5	0	0	7	0	21	3
BYAAAAA	1	4	0	3	0	0	0	0	0	27	0
BZAAAAA	1	16	0	0	7	1	0	0	0	23	0
CAAAAAA	2	4	0	2	0	0	0	7	0	13	0
CABALAS	2	2	0	0	0	0	0	3	7	0	7
CABANAS	2	8	0	5	0	0	0	0	7	27	7
CABARET	2	4	0	2	0	0	0	0	0	0	0
CACBCDC	2	1	0	2	2	0	0	0	3	31	0
CADAVRA	2	16	0	2	0	1	0	0	7	0	0
CADENCE	2	2	0	3	5	18	252000	0	5	0	0
CADMIUM	2	1	0	3	5	0	0	0	7	0	0
CALCIUM	2	1	0	0	0	0	0	0	0	21	0
CAMACHO	2	4	0	0	4	0	0	0	0	29	0
CAMELOT	2	1	0	3	2	0	0	0	0	0	0
CAMERON	2	4	0	3	0	1	0	0	0	0	0
CANTATA	2	1	0	3	0	0	0	0	0	31	0
CAPALDI	2	2	0	2	4	18	233000	0	7	0	0
CAPTURE	2	8	0	5	3	0	0	5	3	13	3
CARBIDE	2	4	0	5	0	0	0	0	7	0	0
CARBINE	2	8	0	5	0	1	0	5	7	0	3
CARCOSA	2	1	0	5	4	0	0	1	0	0	0
CARNAGE	2	8	0	2	2	0	0	7	7	19	0
CARTOON	2	2	0	7	0	0	0	7	0	0	0
CASHEWS	2	1	0	2	2	0	0	5	0	21	0
CASSIDY	2	16	0	3	2	0	0	0	0	0	0
CATFISH	2	2	0	3	0	0	0	7	7	0	0
CATLAND	2	16	0	5	2	1	0	0	3	19	0
CAVORTS	2	2	0	0	7	1	0	0	7	0	0
CAZIRIO	2	4	0	5	3	0	0	0	0	0	7
CBAAAAA	2	2	0	0	2	1	0	7	7	0	0
CCCCCCC	2	4	0	2	0	0	0	5	0	13	0
CDEFGHI	2	2	0	4	0	1	0	5	0	31	0
CDMOYER	2	1	0	0	3	18	196000	5	0	31	0
CELEVEN	2	1	0	3	0	1	0	0	0	0	0
CELSIUS	2	4	0	3	0	0	0	0	5	0	0
CENTRAL	2	2	0	3	3	0	0	0	7	0	0
CFAAAAA	2	1	0	2	3	0	0	3	7	15	0
CGINASA	2	1	0	2	0	0	0	0	7	31	0
CHALUPA	2	8	0	0	0	0	0	0	7	27	0
CHAOTIC	2	1	0	0	0	1	0	0	0	0	0
CHARISM	2	1	0	0	0	1	0	3	0	0	0
CHARRED	2	2	0	2	3	0	0	0	0	0	0
CHATEAU	2	4	0	0	2	0	0	7	7	0	0
CHESTER	2	16	0	5	2	0	0	0	0	13	0
CHEVRON	2	8	0	0	0	0	0	0	0	15	0
CHORALE	2	16	0	0	0	0	0	5	5	0	0
CHORIZO	2	8	0	3	0	0	0	0	5	0	0
CHRONOS	2	4	0	0	2	0	0	0	0	0	0
CIAAAAA	2	8	0	2	5	1	0	0	0	31	0
CIKPKTM	2	4	0	0	0	1	0	0	0	0	7
CIVACDG	2	8	0	4	0	0	0	0	5	11	0
CJAAAAA	2	4	0	0	2	0	0	0	3	0	0
CKAAAAA	2	8	0	2	3	0	0	0	0	0	0
CLANNIE	2	1	0	0	2	14	13700	0	0	19	0
